date,station,station_name,tmax_f,tmin_f,tavg_f,precip_in,snow_in,wind_avg_mph,wind_gust_mph,visibility_mi,weather_condition,is_precipitation,is_snow,is_fog,is_severe
2024-12-05,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.6,34.8,44.7,0.0,0.0,11.3,20.0,9.0,Clear,0,0,0,0
2024-12-06,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,48.2,31.6,39.9,0.09,0.0,10.1,12.4,2.5,Drizzle,1,0,0,0
2024-12-07,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.9,35.9,44.9,0.19,0.0,6.9,11.7,5.4,Drizzle,1,0,0,0
2024-12-08,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.6,39.4,47.0,0.0,0.0,12.4,21.1,7.5,Clear,0,0,0,0
2024-12-09,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,41.6,33.8,37.7,0.0,0.0,9.9,15.3,7.2,Clear,0,0,0,0
2024-12-10,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,48.4,33.0,40.7,0.0,0.0,9.5,16.0,10.0,Clear,0,0,0,0
2024-12-11,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,51.7,39.4,45.6,0.0,0.0,12.8,18.9,8.4,Clear,0,0,0,0
2024-12-12,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.4,35.7,46.1,0.0,0.0,14.3,21.4,8.8,Clear,0,0,0,0
2024-12-13,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.7,37.0,46.9,0.0,0.0,13.3,17.5,8.5,Clear,0,0,0,0
2024-12-14,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,50.8,34.3,42.5,0.0,0.0,8.0,11.4,9.2,Clear,0,0,0,0
2024-12-15,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.3,30.3,41.8,0.0,0.0,10.0,13.4,1.0,Fog,0,0,1,0
2024-12-16,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.9,38.8,46.8,0.0,0.0,12.0,17.4,9.1,Clear,0,0,0,0
2024-12-17,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,43.4,41.8,42.6,0.08,0.0,7.5,9.1,4.8,Drizzle,1,0,0,0
2024-12-18,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.1,34.4,45.2,0.0,0.0,9.2,14.8,7.3,Clear,0,0,0,0
2024-12-19,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,43.3,31.7,37.5,0.0,0.0,14.0,23.8,7.6,Clear,0,0,0,0
2024-12-20,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,50.6,47.2,48.9,0.0,0.0,8.6,13.1,10.0,Clear,0,0,0,0
2024-12-21,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,44.8,43.9,44.3,0.0,0.0,9.2,13.9,8.5,Clear,0,0,0,0
2024-12-22,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.7,36.5,45.6,0.0,0.0,11.9,19.5,8.9,Clear,0,0,0,0
2024-12-23,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.2,36.1,46.2,0.0,0.0,12.0,16.0,7.0,Clear,0,0,0,0
2024-12-24,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,57.1,38.8,48.0,0.0,0.0,6.8,9.5,9.2,Clear,0,0,0,0
2024-12-25,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.5,43.9,48.7,0.0,0.0,11.1,15.8,7.4,Clear,0,0,0,0
2024-12-26,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,51.3,42.7,47.0,0.0,0.0,12.4,21.2,9.4,Clear,0,0,0,0
2024-12-27,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.5,32.2,42.8,0.19,0.0,9.3,13.7,5.2,Drizzle,1,0,0,0
2024-12-28,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,55.4,41.0,48.2,0.0,0.0,14.1,19.7,8.4,Clear,0,0,0,0
2024-12-29,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,68.3,38.5,53.4,0.0,0.0,13.2,22.9,8.0,Clear,0,0,0,0
2024-12-30,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,46.4,35.3,40.8,0.33,0.0,8.8,14.7,3.8,Drizzle,1,0,0,0
2024-12-31,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,52.7,34.8,43.8,0.41,0.0,14.6,19.6,4.5,Rain,1,0,0,0
